,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
37,35,0,2,0.2169568609137318,2,2,3,2,4,0,1.5307578157073911,3,1,8,4,1,2014,-0.6501568999878274,1,0,13,3,1,0,2,3,3,2,2,2,-0.9538020687577723
38,36,0,2,0.12275097615523907,1,5,4,1,2,0,0.7926600716368035,2,1,6,1,1,3419,-0.174425833144068,9,1,14,3,4,1,6,3,4,1,1,0,-0.6552695630723797
39,33,0,1,0.8392115207658811,2,1,3,1,3,0,-1.1756005792180968,4,2,7,1,1,5376,-1.5628297354629748,2,0,19,3,1,2,10,3,3,5,3,1,-0.23944884163016386
40,35,0,2,-0.8391406892735814,1,4,2,4,3,1,0.448214457737196,3,1,2,4,0,1951,-0.4782753358076449,1,0,12,3,3,1,1,3,3,1,0,0,-0.967188223816975
41,27,0,2,1.0846426415840595,1,2,4,1,4,0,-1.6184592256604493,3,1,2,1,0,2341,0.7591876017283379,1,0,13,3,4,1,1,6,3,1,0,0,-0.8843215496409585
42,26,1,2,1.3746976025509978,1,25,3,1,1,1,-0.8803614815898617,1,1,2,3,2,2293,-0.5277457451219738,1,0,12,3,3,0,1,2,2,1,0,0,-0.8945205249241606
43,27,0,1,0.4747834928843435,2,8,3,1,4,1,-1.4216331605749593,3,3,7,3,2,8726,-1.5934676594133264,1,0,15,3,4,0,9,0,3,9,8,1,0.4723546416766441
44,30,0,1,-0.2020114160385122,1,1,2,3,3,0,-0.3882963188761366,3,2,2,4,2,4011,-0.49640511649386204,1,0,23,4,4,0,12,2,3,12,8,3,-0.5294822012462215
45,41,1,2,1.3821349092424577,1,12,3,5,2,0,-0.8311549653184892,3,5,5,3,1,19545,0.27642948810697493,1,0,12,3,4,0,23,0,3,22,15,15,2.7711611747800338
46,34,0,0,0.6507997512488957,2,23,4,2,2,1,0.3005949089230785,3,2,7,3,2,4568,-0.6013891953512589,0,0,20,4,3,0,10,2,3,9,5,8,-0.41113159223073126
47,37,0,2,-0.977970414180834,1,19,2,1,2,1,0.349801425194451,3,1,6,2,1,3022,-0.5742647947897093,4,0,21,4,1,0,8,1,3,1,0,0,-0.7396235878105298
48,46,0,1,1.0127486768999467,2,5,4,2,1,1,1.5799643319787637,3,2,7,4,2,5772,0.8617824846813495,4,1,21,4,3,0,14,4,3,9,6,0,-0.15530729554374717
49,35,0,2,1.0573725170487065,1,8,1,1,4,1,-1.4708396768463317,4,1,2,4,1,2269,-1.3240506859600067,1,0,19,3,4,0,1,2,3,1,0,0,-0.8996200125657616
50,48,1,2,-0.43752612793474405,1,1,2,1,1,1,1.5799643319787637,2,3,2,3,2,5381,0.7000198678609162,9,1,13,3,4,0,23,2,3,1,0,0,-0.23838644837149697
51,28,1,2,1.5655884742984698,1,5,4,5,3,1,-0.7819484490471167,3,1,2,3,2,3441,-0.44046982414413793,1,1,13,3,3,0,2,3,2,2,2,2,-0.6505950327342455
52,44,0,2,1.699459994744749,2,1,5,2,2,0,0.448214457737196,3,2,7,1,0,5454,-1.448148332052485,5,1,21,4,3,1,9,2,2,4,3,1,-0.22287550679496057
53,35,0,0,0.7301310226244685,1,11,2,3,3,1,0.645040522822686,2,3,0,1,1,9884,-0.8448060957274455,2,1,13,3,3,1,10,3,3,4,0,2,0.7184049203838929
54,26,0,2,1.5879003943728498,2,23,3,2,3,0,-0.9295679978612341,2,2,7,4,1,4157,1.0010585518134516,7,1,19,3,3,1,5,2,2,2,2,0,-0.4984603180931486
55,33,0,1,-0.7127064755187623,1,1,2,1,1,0,1.5799643319787637,3,3,5,4,2,13458,0.11705606719092672,1,1,12,3,3,0,15,1,3,15,14,8,1.477803621678977
56,35,0,1,0.12523007838572572,2,18,5,1,2,1,0.251388392651706,3,3,7,1,1,9069,-0.4612698826058444,1,0,22,4,4,1,9,3,2,9,8,1,0.5452348192211919
57,35,0,2,0.8416906229963679,1,23,4,3,3,0,-1.7660787744745667,3,1,2,1,1,4014,0.23735910802349927,3,1,15,3,3,1,4,3,3,2,2,2,-0.5288447652910213
58,31,0,2,-0.36563216325063114,1,7,4,1,4,1,-0.8803614815898617,3,2,2,4,0,5915,-0.6725029087406067,3,0,22,4,4,1,10,3,2,7,7,1,-0.12492284834587446
59,37,0,2,0.7747548627732282,1,1,4,1,1,1,-0.7327419327757442,2,2,4,3,0,5993,-1.6336623669812185,1,0,18,3,3,1,7,2,4,7,5,0,-0.10834951351067117
60,32,0,2,-0.9308674718015876,1,1,3,3,1,1,-1.6184592256604493,3,2,4,4,1,6162,-0.48291318668086325,1,1,22,4,2,1,9,3,3,9,8,7,-0.0724406213677307
61,38,0,1,-0.3705903677116045,1,29,5,1,4,0,-0.7819484490471167,3,2,2,4,2,2406,-1.2447855983086387,1,0,11,3,4,0,10,2,3,10,3,9,-0.8705104372782891
62,50,0,2,0.46238798173191026,1,7,2,3,2,0,-1.1263940629467242,2,5,5,3,0,18740,0.33559722197439673,5,1,12,3,4,1,29,2,2,27,3,13,2.6001158601346663
63,59,0,2,1.5680675765289565,2,25,3,1,1,0,1.6291708482501361,3,3,7,1,2,7637,-1.6807435803911621,7,0,11,3,4,0,28,3,2,21,16,7,0.24096538993899816
64,36,0,2,1.0424979036657867,1,8,3,5,3,0,-0.3390898026047641,3,3,0,3,0,10096,-0.8588601892826525,1,0,13,3,2,3,17,2,3,17,14,12,0.7634503945513685
65,55,0,2,0.08308534046745267,1,8,3,3,4,0,-1.6184592256604493,3,4,3,3,0,14756,0.761295715761619,2,1,14,3,3,3,21,2,3,5,0,0,1.7536009116288984
66,36,0,1,0.9730830412121604,1,11,3,1,2,1,1.432344783164646,2,2,4,2,2,6499,1.1725184931869779,1,0,13,3,3,0,6,3,3,6,5,0,-0.0008353157335831605
67,45,0,2,1.330073762402238,1,7,3,1,2,1,-0.3390898026047641,3,3,6,1,0,9724,0.6287656135360162,2,0,17,3,3,1,25,2,3,1,0,0,0.6844083361065528
68,35,0,1,-0.3433202431762513,1,1,3,3,2,1,0.645040522822686,3,1,6,1,1,2194,-1.1868827328611855,4,0,13,3,4,1,5,2,2,3,2,1,-0.9155559114457648
69,36,1,2,-1.2010896149246324,1,9,3,3,4,1,0.645040522822686,2,1,6,3,1,3388,1.0489830108367078,0,1,17,3,1,1,2,0,2,1,0,0,-0.6618564012761143
70,59,0,1,1.04745610812676,2,1,1,1,1,0,-0.4375028351475091,2,2,7,3,2,5473,1.4552868555177443,7,0,11,3,4,0,20,2,2,4,3,1,-0.21883841241202642
71,29,0,2,1.3028036378668848,1,2,3,1,3,1,0.4974209740085685,3,1,6,2,1,2703,-1.3150560660846742,0,0,23,4,4,1,6,3,3,5,4,0,-0.8074042777134766
72,31,0,2,0.6929444891671688,1,1,4,3,3,1,1.038692652993666,3,1,6,2,2,2501,0.6270791223093914,1,0,17,3,2,0,1,4,3,1,1,1,-0.8503249653636185
73,32,0,2,-0.6308961019127028,1,1,3,1,2,1,0.005355811294843447,3,2,6,2,1,6220,-0.9791632301152251,1,0,17,3,2,2,10,3,3,10,4,0,-0.06011685956719493
74,36,0,2,-1.6622026297951495,1,6,3,1,2,0,-0.5359158676902541,4,1,2,4,1,3038,1.0806047213359238,3,0,12,3,2,0,5,3,3,1,0,0,-0.7362239293827958
75,31,0,2,-0.14003386027634593,1,8,4,1,3,0,-0.2406767700620191,3,2,4,4,2,4424,0.8950906864071904,1,0,23,4,4,0,11,2,3,11,7,1,-0.44172851808033736
76,35,0,2,-0.06566079336174639,2,1,4,2,3,1,-1.6676657419318217,2,2,7,1,2,4312,1.2231132299857235,0,0,14,3,2,0,16,2,3,15,13,2,-0.4655261270744754
77,45,0,2,-1.5109773937354638,1,6,4,4,4,1,-0.6835354165043717,3,3,5,1,1,13245,0.10595333328231313,4,1,14,3,2,0,17,3,4,0,0,0,1.432545668859768
78,37,0,2,-1.0052405387161871,1,7,4,3,1,1,-1.7660787744745667,3,3,5,3,2,13664,1.538206007493466,4,0,13,3,1,0,16,3,4,5,2,0,1.5215742239360524
79,46,0,2,0.35330748359049763,0,5,2,3,2,1,0.6942470390940585,3,2,1,2,0,5021,-0.5464376895503993,8,1,22,4,4,1,16,2,3,4,2,0,-0.31487876299551215
80,30,0,2,0.12275097615523907,1,1,1,1,4,1,-0.5359158676902541,2,2,2,4,1,5126,0.23679694428129097,1,1,12,3,3,2,10,1,2,10,8,3,-0.29256850456350775
81,35,0,2,1.0201859835914067,1,1,3,3,2,1,-1.7660787744745667,2,1,6,3,2,2859,1.6815577617565782,1,0,18,3,1,0,6,3,3,6,4,0,-0.77425760804307
82,55,0,2,-1.7142637766353692,2,1,2,1,1,1,0.20218187638033347,3,3,7,4,1,10239,0.5310896633273271,3,0,14,3,4,1,24,4,3,1,0,1,0.7938348417492412
83,38,0,0,-0.5689185461505365,1,6,3,3,2,0,0.645040522822686,1,2,6,4,0,5329,0.19730494139115912,7,1,12,3,4,3,17,3,3,13,11,1,-0.2494353382616325
84,34,0,2,0.868960747531721,1,1,2,3,1,1,1.3831382668932737,3,2,4,2,1,4325,0.4810570902707899,1,0,15,3,3,0,5,2,3,5,2,1,-0.4627639046019415
85,56,0,2,1.4812989984619238,1,7,3,1,4,1,-0.8311549653184892,1,3,4,4,2,7260,1.0378802769280941,4,0,11,3,1,0,37,3,2,6,4,0,0.16086093823551562
86,23,0,2,-0.6482498175261093,2,2,1,5,3,1,-0.19147025379064658,3,1,8,1,0,2322,-0.6739083180961274,3,0,13,3,3,1,3,3,3,0,0,0,-0.8883586440238926
87,51,0,2,-0.9184719606491543,1,9,4,1,4,1,1.4815512994360187,3,1,2,4,1,2075,0.6200520755317879,3,0,23,4,2,2,10,4,3,4,2,0,-0.9408408710020364
88,30,0,2,-1.275462681839232,1,2,3,1,3,1,1.6291708482501361,2,2,0,4,1,4152,0.2131860671085431,1,0,19,3,1,3,11,3,3,11,10,10,-0.4995227113518155
89,46,1,2,-0.33092473202381806,2,9,2,3,3,1,-0.09305722124790157,2,3,7,4,2,9619,-0.10078238291478293,1,0,16,3,4,0,9,3,3,9,8,4,0.6620980776745484
90,40,0,1,-0.6755199420614625,1,1,4,1,3,1,0.5958340065513135,2,4,0,2,1,13503,-0.027841637363258218,1,0,22,4,4,1,22,3,2,22,3,11,1.487365161006979
91,51,0,2,-0.4226515145518241,2,21,4,2,3,1,0.251388392651706,3,2,7,4,2,5441,-0.8278006425256449,0,1,22,4,4,0,11,2,1,10,7,1,-0.22563772926749445
92,30,0,2,1.3176782512498049,2,4,2,3,3,0,-0.14226373751927407,2,2,7,2,0,5209,0.7655119438281811,1,1,12,3,2,3,11,4,2,11,8,2,-0.2749327764696376
93,46,0,1,-0.4077769011689042,1,1,3,3,3,1,-1.2740136117608418,2,3,0,1,1,10673,-1.5699973231761304,2,1,13,3,3,1,21,5,2,10,9,9,0.8860505766015262
94,32,0,2,0.7202146137025219,2,6,4,3,2,1,1.038692652993666,3,2,7,3,2,5010,1.4037083321701342,1,0,16,3,1,0,12,0,3,11,8,5,-0.3172160281645793
95,54,0,2,1.0276232902828666,1,2,4,5,1,0,-0.2898832863333916,3,3,5,3,1,13549,1.361546051504513,9,0,12,3,1,1,16,5,1,4,3,0,1.4971391789867141
96,24,0,2,1.3647811936290513,2,3,2,4,1,0,-1.6184592256604493,3,2,7,3,1,4999,0.4505597072559906,0,0,21,4,1,1,4,2,2,3,2,0,-0.3195532933336464
97,28,0,0,-1.6919518565609895,2,4,3,3,2,1,-1.1263940629467242,3,2,7,3,1,4221,-0.7659626308827338,1,0,15,3,2,0,5,3,4,5,4,0,-0.48486168438221255
98,58,0,2,-0.29869640302749156,2,10,4,3,4,1,-1.4216331605749593,3,4,7,3,2,13872,1.418886753209758,0,0,13,3,3,0,38,1,2,37,10,1,1.5657697834965945
99,44,0,0,-0.7771631335114152,1,23,3,3,2,1,0.05456232756621595,3,2,2,2,1,2042,1.507989706349771,4,0,12,3,3,1,17,3,4,3,2,1,-0.9478526665092378
100,37,1,2,0.011191375783339787,0,6,4,0,3,1,-0.14226373751927407,3,1,1,1,0,2073,1.311935101254632,4,1,22,4,4,0,7,3,3,3,2,0,-0.9412658283055032
101,32,0,2,0.060773420393072805,1,1,1,1,4,1,0.251388392651706,3,1,6,1,2,2956,0.12155337712859297,1,0,13,3,4,0,1,2,3,1,0,0,-0.7536471788249326
102,20,1,1,0.16985391853448545,1,6,3,1,4,0,0.005355811294843447,2,1,2,4,2,2926,0.7687443853458787,1,1,18,3,2,0,1,5,3,1,0,1,-0.7600215383769339
103,34,0,2,-0.3408411409457646,1,6,4,4,1,0,-1.2248070954894692,3,2,6,3,2,4809,-0.25734498511978976,1,0,14,3,3,0,16,3,3,16,13,2,-0.35992423716298777
104,37,0,0,0.5888221954867294,1,2,2,1,3,1,1.6783773645215088,2,2,0,4,0,5163,0.2159968858195845,5,0,14,3,4,1,17,2,4,1,0,0,-0.28470679444937286
105,59,0,0,1.5308810430716568,0,2,4,0,3,0,-1.6676657419318217,2,5,3,4,1,18844,1.069361446491758,9,0,21,4,4,1,30,3,3,3,2,2,2.6222136399149374
106,50,0,1,0.7747548627732282,1,1,3,1,1,0,0.349801425194451,3,5,5,2,1,18172,-0.6406001163702867,3,1,19,3,1,0,28,1,2,8,3,0,2.4794279859501094
107,25,1,2,-1.3944595889025913,2,5,3,2,3,1,-0.9787745141326066,2,2,7,3,2,5744,1.7772661388675384,1,1,11,3,4,0,6,1,3,6,4,0,-0.16125669779228166
108,25,0,2,1.1838067308035256,1,7,1,3,4,1,-0.09305722124790157,2,1,6,4,1,2889,1.76855260086331,1,0,11,3,3,2,2,2,3,2,2,2,-0.7678832484910688
109,22,0,2,-0.6656035331395159,1,15,3,3,2,0,-0.3390898026047641,3,1,2,4,2,2871,1.3311892094252658,1,0,15,3,3,0,1,5,3,0,0,0,-0.7717078642222696
110,51,0,1,1.6201287233691761,1,1,4,3,1,0,-1.7660787744745667,2,3,0,1,2,7484,1.61381703082048,3,0,20,4,3,0,23,1,2,13,12,12,0.2084561562237917
111,34,1,1,-0.3581948565591712,1,7,3,1,1,1,0.005355811294843447,1,2,2,3,2,6074,1.2049834492995064,1,1,24,4,4,0,9,3,3,9,7,0,-0.09113874272026776
112,54,0,0,-1.6374116074902831,0,26,3,0,4,0,-1.7660787744745667,4,4,3,4,2,17328,-0.06213362563796348,2,1,12,3,3,0,23,3,3,5,3,4,2.3000960038871403
113,24,0,2,0.804504089539068,1,18,1,1,2,1,-0.6835354165043717,3,1,2,3,1,2774,-0.14842576006693492,0,0,12,3,3,1,6,2,3,5,3,1,-0.7923182934404069
114,34,0,2,0.5665102754123496,1,6,4,1,3,0,-1.0279810304039791,2,2,6,2,0,4505,0.09653709060032438,6,0,15,3,3,1,12,3,3,1,0,0,-0.4245177472899339
115,37,0,2,0.9582084278292404,2,3,3,1,3,1,1.038692652993666,3,3,7,4,2,7428,0.02710986843760144,2,0,12,3,1,0,12,3,3,5,3,1,0.1965573517267227
116,34,0,2,1.367260295859538,1,5,3,3,3,0,-1.0279810304039791,2,3,3,1,2,11631,-1.2224395895558595,2,0,12,3,4,0,14,6,3,11,10,5,1.0896051249621
117,36,0,1,1.6473988479045294,2,11,2,5,2,0,1.2847252343505287,3,3,7,4,1,9738,1.214118610110391,0,0,14,3,3,1,10,6,3,9,7,2,0.6873830372308202
118,36,0,2,0.2962881322893046,1,3,2,1,1,0,-1.3232201280322142,3,1,2,4,0,2835,-1.6516516067318836,5,0,22,4,1,1,7,2,3,1,0,0,-0.779357095684671
119,43,0,1,-1.012677845407647,2,26,2,1,3,1,1.2847252343505287,3,4,3,4,1,16959,0.7281280549713303,1,1,12,3,4,2,25,3,4,25,12,4,2.2216913813975245
120,30,0,1,1.2631380021790986,1,23,3,1,1,1,1.4815512994360187,1,1,6,3,0,2613,1.1238913294859614,1,0,25,4,3,3,10,2,2,10,7,0,-0.8265273563694804
121,33,0,0,-0.1301174513543993,2,22,2,2,3,1,1.432344783164646,3,2,7,2,1,6146,0.16399673966531833,0,0,13,3,1,1,8,2,4,7,7,0,-0.07584027979546472
122,56,1,2,-0.8961600405747744,1,14,4,1,2,0,0.3005949089230785,3,1,6,2,1,4963,-1.3777373233408976,9,1,18,3,1,3,7,2,3,5,4,4,-0.32720252479604794
123,51,0,2,-0.2937381985665183,1,6,3,1,1,1,-0.7327419327757442,3,5,5,3,2,19537,-1.1034014171432556,7,0,13,3,3,0,23,5,3,20,18,15,2.769461345566167
124,31,1,2,-1.3721476688282115,2,6,4,1,2,1,0.4974209740085685,1,2,7,3,1,6172,0.9031015197336584,4,1,18,3,2,0,12,3,2,7,7,7,-0.07031583485039695
125,26,0,2,0.09548085161988591,1,6,3,4,3,0,-0.9787745141326066,2,1,6,2,1,2368,1.2630268556825115,1,0,19,3,3,0,5,3,2,5,4,4,-0.8785846260441574
126,58,1,2,-1.6250160963378497,1,23,4,3,4,0,1.3831382668932737,3,3,0,4,1,10312,-1.5246026009928115,1,0,12,3,4,1,40,3,2,40,10,15,0.8093457833257777
127,19,1,2,-0.6804781465224358,2,22,1,2,4,1,-0.7819484490471167,3,1,8,3,2,1675,1.7577309488258006,1,1,19,3,4,0,0,2,2,0,0,0,-1.0258323316953866
128,22,0,2,-0.5168573993103168,1,2,1,5,3,1,1.6783773645215088,3,1,2,4,1,2523,0.7007225725386765,0,0,14,3,3,1,3,2,3,2,1,2,-0.8456504350254842
129,49,0,2,-0.8242660758906616,1,20,4,3,3,0,1.4815512994360187,3,2,4,1,1,6567,-1.2317152913022962,1,0,14,3,3,0,16,2,2,15,11,5,0.013613232584286374
130,43,0,1,0.3830567103563374,1,28,3,3,2,0,0.3005949089230785,4,1,6,3,2,4739,0.2497267103520815,4,0,12,3,4,0,18,2,3,3,2,1,-0.37479774278432404
131,50,0,1,0.016149580244313087,2,12,3,2,3,0,0.5466274902799411,3,3,7,4,2,9208,-1.0776824259372266,4,0,11,3,4,0,16,3,3,2,2,2,0.5747693518121311
132,31,1,2,-0.6457707152956227,2,20,3,1,2,0,0.251388392651706,1,2,7,3,1,4559,1.4721517677839928,3,1,11,3,3,1,4,2,3,2,2,2,-0.41304390009633163
133,41,0,2,-0.0012041353690934679,2,9,1,1,3,1,1.4815512994360187,3,3,7,3,0,8189,0.9673287272809546,3,1,13,3,3,1,12,2,3,9,7,0,0.35825360569582143
134,26,0,2,1.3697393980900245,0,25,1,1,3,0,-0.2406767700620191,3,1,1,3,1,2942,-0.758513961298474,1,0,23,4,4,1,8,3,3,8,7,5,-0.7566218799491998
135,36,0,2,-1.4539580424342708,1,6,2,3,2,1,0.8910731041795485,3,2,4,2,0,4941,-1.6153920453594492,6,0,20,4,4,2,7,0,3,3,2,0,-0.3318770551341822
136,51,1,1,0.861523440840261,1,8,4,1,1,1,-0.6343289002329991,1,3,4,4,2,10650,1.5230275864538423,2,0,15,3,4,0,18,2,3,4,2,0,0.8811635676116586
137,39,0,2,1.3052827400973714,2,4,4,1,4,0,-0.9295679978612341,2,2,7,3,1,5902,0.03891530702397538,4,0,14,3,3,1,17,1,4,15,11,5,-0.12768507081840835
138,25,0,2,0.3880149148173107,2,28,3,1,1,1,-1.2248070954894692,2,2,7,3,1,8639,1.47875719175494,2,0,18,3,4,0,6,3,3,2,2,2,0.45386899897584043
139,30,0,2,1.0846426415840595,0,9,3,0,3,1,-0.8803614815898617,3,2,1,4,1,6347,-0.046533581791683626,0,1,19,3,4,0,12,2,1,11,9,4,-0.03313207079705624
140,32,1,2,0.5714684798733228,1,9,3,3,1,0,-1.2248070954894692,3,1,2,1,2,4200,-0.5746864175963655,7,0,22,4,1,0,10,2,4,5,4,0,-0.48932373606861346
141,45,0,2,1.2730544111010451,1,29,3,3,3,1,0.841866587908176,3,1,6,4,2,3452,-0.6410217391769428,5,0,13,3,2,0,9,2,2,6,5,0,-0.6482577675651784
